ML,CHIP,SIZE,P_SIZE
0,0,19.897,0.008064516129032258
0,0,52.067,0.008064516129032258
0,0,57.03,0.008064516129032258
0,0,57.7,0.008064516129032258
0,0,62.883,0.008064516129032258
0,0,63.026,0.008064516129032258
0,0,64.529,0.008064516129032258
0,0,65.3,0.008064516129032258
0,0,66.039,0.008064516129032258
0,0,66.672,0.008064516129032258
0,0,67.366,0.008064516129032258
0,0,67.582,0.008064516129032258
0,0,68.102,0.008064516129032258
0,0,68.133,0.008064516129032258
0,0,68.453,0.008064516129032258
0,0,68.868,0.008064516129032258
0,0,68.966,0.008064516129032258
0,0,69.696,0.008064516129032258
0,0,70.038,0.008064516129032258
0,0,70.04,0.008064516129032258
0,0,71.617,0.008064516129032258
0,0,71.77,0.008064516129032258
0,0,71.926,0.008064516129032258
0,0,72.548,0.008064516129032258
0,0,72.999,0.008064516129032258
0,0,73.083,0.008064516129032258
0,0,73.088,0.008064516129032258
0,0,73.733,0.008064516129032258
0,0,73.816,0.008064516129032258
0,0,73.901,0.008064516129032258
0,0,74.122,0.008064516129032258
0,0,74.457,0.008064516129032258
0,0,75.29,0.008064516129032258
0,0,75.772,0.008064516129032258
0,0,76.14,0.008064516129032258
0,0,76.425,0.008064516129032258
0,0,76.545,0.008064516129032258
0,0,76.796,0.008064516129032258
0,0,76.921,0.008064516129032258
0,0,76.973,0.008064516129032258
0,0,77.267,0.008064516129032258
0,0,77.339,0.008064516129032258
0,0,77.503,0.008064516129032258
0,0,77.533,0.008064516129032258
0,0,77.848,0.008064516129032258
0,0,77.87,0.008064516129032258
0,0,78.159,0.008064516129032258
0,0,78.537,0.008064516129032258
0,0,78.939,0.008064516129032258
0,0,79.661,0.008064516129032258
0,0,80.278,0.008064516129032258
0,0,80.386,0.008064516129032258
0,0,80.541,0.008064516129032258
0,0,81.069,0.008064516129032258
0,0,81.475,0.008064516129032258
0,0,81.85,0.008064516129032258
0,0,83.115,0.008064516129032258
0,0,83.507,0.008064516129032258
0,0,83.696,0.008064516129032258
0,0,83.866,0.008064516129032258
0,0,85.223,0.008064516129032258
0,0,85.58,0.008064516129032258
0,0,85.915,0.008064516129032258
0,0,86.352,0.008064516129032258
0,0,86.444,0.008064516129032258
0,0,87.316,0.008064516129032258
0,0,87.575,0.008064516129032258
0,0,90.31,0.008064516129032258
0,0,90.63,0.008064516129032258
0,0,92.827,0.008064516129032258
0,0,92.98,0.008064516129032258
0,0,93.161,0.008064516129032258
0,0,93.195,0.008064516129032258
0,0,93.444,0.008064516129032258
0,0,94.499,0.008064516129032258
0,0,94.633,0.008064516129032258
0,0,95.927,0.008064516129032258
0,0,96.056,0.008064516129032258
0,0,96.467,0.008064516129032258
0,0,100.593,0.008064516129032258
0,0,102.022,0.008064516129032258
0,0,102.589,0.008064516129032258
0,0,103.514,0.008064516129032258
0,0,103.9,0.008064516129032258
0,0,104.721,0.008064516129032258
0,0,105.7,0.008064516129032258
0,0,107.924,0.008064516129032258
0,0,108.6,0.008064516129032258
0,0,108.9,0.008064516129032258
0,0,109.953,0.008064516129032258
0,0,111.287,0.008064516129032258
0,0,117.567,0.008064516129032258
0,0,119.8,0.008064516129032258
0,0,122.904,0.008064516129032258
0,0,124.162,0.008064516129032258
0,0,124.403,0.008064516129032258
0,0,125.56,0.008064516129032258
0,0,125.959,0.008064516129032258
0,0,129.236,0.008064516129032258
0,0,130.717,0.008064516129032258
0,0,131.205,0.008064516129032258
0,0,131.852,0.008064516129032258
0,0,133.264,0.008064516129032258
0,0,135.609,0.008064516129032258
0,0,135.642,0.008064516129032258
0,0,136.684,0.008064516129032258
0,0,138.894,0.008064516129032258
0,0,139.797,0.008064516129032258
0,0,141.591,0.008064516129032258
0,0,141.851,0.008064516129032258
0,0,147.172,0.008064516129032258
0,0,148.899,0.008064516129032258
0,0,149.89,0.008064516129032258
0,0,155.532,0.008064516129032258
0,0,157.64,0.008064516129032258
0,0,158.663,0.008064516129032258
0,0,169.247,0.008064516129032258
0,0,177.522,0.008064516129032258
0,0,198.619,0.008064516129032258
0,0,242.045,0.008064516129032258
0,0,255.405,0.008064516129032258
0,0,277.332,0.008064516129032258
0,0,351.504,0.008064516129032258
0,0,593.99,0.008064516129032258
0,1,67.136,0.08333333333333333
0,1,67.343,0.08333333333333333
0,1,76.205,0.08333333333333333
0,1,77.048,0.08333333333333333
0,1,77.448,0.08333333333333333
0,1,80.004,0.08333333333333333
0,1,91.341,0.08333333333333333
0,1,96.016,0.08333333333333333
0,1,101.454,0.08333333333333333
0,1,102.376,0.08333333333333333
0,1,146.776,0.08333333333333333
0,1,325.634,0.08333333333333333
1,0,69.723,0.00819672131147541
1,0,70.824,0.00819672131147541
1,0,79.0,0.00819672131147541
1,0,81.0,0.00819672131147541
1,0,84.04,0.00819672131147541
1,0,84.319,0.00819672131147541
1,0,85.425,0.00819672131147541
1,0,85.607,0.00819672131147541
1,0,85.85,0.00819672131147541
1,0,86.184,0.00819672131147541
1,0,86.863,0.00819672131147541
1,0,88.68,0.00819672131147541
1,0,89.206,0.00819672131147541
1,0,98.0,0.00819672131147541
1,0,98.5,0.00819672131147541
1,0,105.3,0.00819672131147541
1,0,106.201,0.00819672131147541
1,0,107.303,0.00819672131147541
1,0,107.586,0.00819672131147541
1,0,107.632,0.00819672131147541
1,0,108.176,0.00819672131147541
1,0,109.153,0.00819672131147541
1,0,109.23,0.00819672131147541
1,0,110.4,0.00819672131147541
1,0,111.634,0.00819672131147541
1,0,114.922,0.00819672131147541
1,0,115.891,0.00819672131147541
1,0,116.839,0.00819672131147541
1,0,116.98,0.00819672131147541
1,0,117.314,0.00819672131147541
1,0,118.454,0.00819672131147541
1,0,118.758,0.00819672131147541
1,0,122.961,0.00819672131147541
1,0,124.618,0.00819672131147541
1,0,124.934,0.00819672131147541
1,0,125.303,0.00819672131147541
1,0,125.356,0.00819672131147541
1,0,125.924,0.00819672131147541
1,0,125.978,0.00819672131147541
1,0,127.517,0.00819672131147541
1,0,129.1,0.00819672131147541
1,0,129.3,0.00819672131147541
1,0,130.699,0.00819672131147541
1,0,130.988,0.00819672131147541
1,0,132.463,0.00819672131147541
1,0,133.051,0.00819672131147541
1,0,133.599,0.00819672131147541
1,0,137.567,0.00819672131147541
1,0,137.968,0.00819672131147541
1,0,139.586,0.00819672131147541
1,0,139.657,0.00819672131147541
1,0,139.883,0.00819672131147541
1,0,140.386,0.00819672131147541
1,0,141.538,0.00819672131147541
1,0,146.755,0.00819672131147541
1,0,146.835,0.00819672131147541
1,0,147.238,0.00819672131147541
1,0,155.385,0.00819672131147541
1,0,157.52,0.00819672131147541
1,0,157.882,0.00819672131147541
1,0,158.28,0.00819672131147541
1,0,158.593,0.00819672131147541
1,0,158.912,0.00819672131147541
1,0,159.526,0.00819672131147541
1,0,160.0,0.00819672131147541
1,0,160.342,0.00819672131147541
1,0,160.902,0.00819672131147541
1,0,160.969,0.00819672131147541
1,0,161.035,0.00819672131147541
1,0,161.298,0.00819672131147541
1,0,162.092,0.00819672131147541
1,0,162.168,0.00819672131147541
1,0,162.206,0.00819672131147541
1,0,163.213,0.00819672131147541
1,0,164.343,0.00819672131147541
1,0,165.879,0.00819672131147541
1,0,167.216,0.00819672131147541
1,0,167.896,0.00819672131147541
1,0,168.994,0.00819672131147541
1,0,169.717,0.00819672131147541
1,0,171.769,0.00819672131147541
1,0,175.564,0.00819672131147541
1,0,176.58,0.00819672131147541
1,0,177.175,0.00819672131147541
1,0,179.011,0.00819672131147541
1,0,180.646,0.00819672131147541
1,0,181.41,0.00819672131147541
1,0,182.155,0.00819672131147541
1,0,183.962,0.00819672131147541
1,0,184.984,0.00819672131147541
1,0,189.471,0.00819672131147541
1,0,189.764,0.00819672131147541
1,0,190.929,0.00819672131147541
1,0,191.239,0.00819672131147541
1,0,194.774,0.00819672131147541
1,0,196.919,0.00819672131147541
1,0,198.087,0.00819672131147541
1,0,220.699,0.00819672131147541
1,0,229.416,0.00819672131147541
1,0,230.059,0.00819672131147541
1,0,232.108,0.00819672131147541
1,0,236.083,0.00819672131147541
1,0,240.863,0.00819672131147541
1,0,298.002,0.00819672131147541
1,0,301.615,0.00819672131147541
1,0,303.927,0.00819672131147541
1,0,554.177,0.00819672131147541
1,0,570.792,0.00819672131147541
1,0,622.999,0.00819672131147541
1,0,623.865,0.00819672131147541
1,0,700.845,0.00819672131147541
1,0,834.01,0.00819672131147541
1,0,1242.327,0.00819672131147541
1,0,1794.372,0.00819672131147541
1,0,1929.916,0.00819672131147541
1,0,2100.262,0.00819672131147541
1,0,3062.225,0.00819672131147541
1,0,4813.381,0.00819672131147541
1,0,4941.821,0.00819672131147541
1,0,5257.868,0.00819672131147541
1,0,7297.414,0.00819672131147541
1,0,8973.734,0.00819672131147541
1,1,84.46,0.08333333333333333
1,1,91.433,0.08333333333333333
1,1,118.0,0.08333333333333333
1,1,154.375,0.08333333333333333
1,1,162.675,0.08333333333333333
1,1,163.558,0.08333333333333333
1,1,169.422,0.08333333333333333
1,1,571.168,0.08333333333333333
1,1,731.331,0.08333333333333333
1,1,1787.444,0.08333333333333333
1,1,2254.269,0.08333333333333333
1,1,6478.919,0.08333333333333333
